timestamp,src_ip,dst_ip,src_port,dst_port,protocol,tcp_flags,packets,bytes,duration,ttl,udp_tcp_ratio,bytes_per_packet,is_anomaly
2024-01-01 08:02:44,192.168.2.238,10.0.0.113,58751,8080,TCP,34,15,7200,13.2668,255,0.0,480.0,0
2024-01-01 10:07:12,10.0.0.133,172.16.0.189,3873,8443,ICMP,0,94,21150,3.0715,255,0.0,225.0,0
2024-01-01 09:22:31,192.168.2.189,192.168.1.78,51595,5432,TCP,14,84,125832,23.9389,255,0.0,1498.0,0
2024-01-01 08:14:22,172.16.0.40,192.168.1.168,62076,3306,TCP,13,197,46098,11.9164,128,0.0,234.0,0
2024-01-01 08:04:14,10.0.1.123,192.168.2.194,64195,443,TCP,20,37,2738,20.4389,128,0.0,74.0,0
2024-01-01 08:07:57,10.0.1.120,10.0.0.58,55882,443,TCP,5,49,47824,11.4495,128,0.0,976.0,0
2024-01-01 09:13:22,192.168.1.131,192.168.2.209,54004,22,TCP,49,140,158900,17.0165,255,0.0,1135.0,0
2024-01-01 08:19:37,10.0.0.168,172.16.0.101,31243,8443,UDP,0,71,43310,8.185,64,1.0,610.0,0
2024-01-01 08:19:17,192.168.2.2,172.16.0.250,34277,443,TCP,58,129,46569,0.7575,128,0.0,361.0,0
2024-01-01 08:04:29,10.0.0.141,172.16.0.111,26997,47,TCP,2,1,60,0.007503,64,0.0,60.0,1
2024-01-01 09:03:05,172.16.0.39,10.0.1.186,50317,3306,TCP,54,155,222735,23.746,255,0.0,1437.0,0
2024-01-01 10:06:07,10.0.1.26,192.168.2.32,22644,8443,UDP,0,106,140344,28.9301,255,1.0,1324.0,0
2024-01-01 08:11:41,192.168.2.97,10.0.0.188,46145,443,ICMP,0,59,84193,23.6119,255,0.0,1427.0,0
2024-01-01 09:46:34,192.168.2.231,172.16.0.121,9700,22,TCP,63,6,2892,9.0226,128,0.0,482.0,0
2024-01-01 08:02:12,192.168.2.20,10.0.0.217,52674,22,TCP,28,126,57582,28.4306,64,0.0,457.0,0
2024-01-01 08:31:12,192.168.2.48,10.0.1.161,48518,8443,TCP,27,74,41958,24.9718,255,0.0,567.0,0
2024-01-01 09:14:25,192.168.1.85,192.168.2.171,60076,5432,TCP,8,46,44390,5.612,64,0.0,965.0,0
2024-01-01 08:29:10,10.0.0.71,10.0.1.31,19003,443,UDP,0,85,31450,18.4319,255,1.0,370.0,0
2024-01-01 10:09:57,192.168.1.115,192.168.2.215,9152,3306,TCP,11,175,162225,11.1298,128,0.0,927.0,0
2024-01-01 10:03:59,172.16.0.246,192.168.1.79,33928,443,ICMP,0,60,69060,6.4672,255,0.0,1151.0,0
2024-01-01 08:30:36,10.0.0.93,10.0.0.240,24837,3306,TCP,33,194,44232,23.4346,255,0.0,228.0,0
2024-01-01 08:00:18,192.168.2.164,10.0.0.42,49601,3306,UDP,0,13,923,24.8821,128,1.0,71.0,0
2024-01-01 08:02:20,192.168.2.148,203.0.113.131,2920,4444,TCP,24,124,163060,88.16,64,0.0,1315.0,1
2024-01-01 08:43:27,192.168.1.201,10.0.1.93,23018,5432,TCP,47,3,3702,2.369,64,0.0,1234.0,0
2024-01-01 08:47:29,192.168.1.216,192.168.2.170,44628,8080,ICMP,0,29,7134,25.3291,128,0.0,246.0,0
2024-01-01 09:07:32,192.168.1.155,192.168.1.162,51484,3306,TCP,39,165,80685,7.1246,64,0.0,489.0,0
2024-01-01 08:22:42,192.168.1.203,10.0.0.233,46791,154,TCP,2,1,60,0.002882,64,0.0,60.0,1
2024-01-01 09:23:30,192.168.1.12,192.168.1.4,13155,80,UDP,0,56,22792,16.7158,64,1.0,407.0,0
2024-01-01 08:32:07,10.0.1.209,172.16.0.233,30411,22,TCP,16,79,7663,22.1985,128,0.0,97.0,0
2024-01-01 08:30:17,192.168.1.231,10.0.1.63,55623,8080,UDP,0,88,43648,29.7872,128,1.0,496.0,0
2024-01-01 09:26:41,10.0.0.56,172.16.0.183,62588,443,UDP,0,113,37177,1.6562,128,1.0,329.0,0
2024-01-01 10:14:14,10.0.0.98,192.168.1.202,27312,8443,TCP,29,57,75639,23.6359,128,0.0,1327.0,0
2024-01-01 08:03:50,192.168.1.63,203.0.113.92,55206,4444,TCP,24,213,273492,158.89,64,0.0,1284.0,1
2024-01-01 08:12:49,10.0.1.58,192.168.2.23,13551,8080,TCP,41,37,10323,24.7654,255,0.0,279.0,0
2024-01-01 08:56:20,192.168.1.30,192.168.2.78,59767,5432,TCP,37,136,82144,6.3336,255,0.0,604.0,0
2024-01-01 09:10:02,10.0.0.247,192.168.2.141,63181,3306,TCP,0,144,165168,15.862,128,0.0,1147.0,0
2024-01-01 08:03:56,10.0.0.235,10.0.0.100,27813,8443,TCP,20,114,109782,7.4398,128,0.0,963.0,0
2024-01-01 09:34:57,10.0.0.18,172.16.0.247,43196,8443,UDP,0,127,158623,10.7765,128,1.0,1249.0,0
2024-01-01 08:03:33,10.0.1.108,172.16.0.36,38694,3306,TCP,18,48,39744,9.1683,255,0.0,828.0,0
2024-01-01 08:13:47,172.16.0.175,192.168.2.196,31892,8443,ICMP,0,147,135975,3.9682,128,0.0,925.0,0
2024-01-01 08:16:18,172.16.0.254,192.168.2.222,27074,80,TCP,1,105,131355,29.9053,128,0.0,1251.0,0
2024-01-01 09:34:37,10.0.1.55,10.0.0.105,57487,80,ICMP,0,4,3800,26.7427,64,0.0,950.0,0
2024-01-01 08:14:29,10.0.1.16,10.0.0.203,29211,3306,TCP,4,83,101841,19.2101,255,0.0,1227.0,0
2024-01-01 08:20:25,172.16.0.67,10.0.0.101,13040,8080,UDP,0,61,31842,13.9672,64,1.0,522.0,0
2024-01-01 09:17:38,172.16.0.5,192.168.2.85,8970,8443,TCP,1,116,26332,19.9656,64,0.0,227.0,0
2024-01-01 08:16:32,10.0.1.22,10.0.1.100,10009,818,UDP,0,6981,8907756,0.9272,128,1.0,1276.0,1
2024-01-01 08:13:41,192.168.1.200,203.0.113.184,40644,4444,TCP,24,199,265068,80.41,64,0.0,1332.0,1
2024-01-01 08:23:25,172.16.0.44,10.0.0.180,29679,8080,TCP,24,93,106299,19.0998,255,0.0,1143.0,0
2024-01-01 08:02:28,10.0.0.244,10.0.0.152,25133,881,TCP,2,1,60,0.000375,64,0.0,60.0,1
2024-01-01 08:21:43,10.0.0.197,10.0.0.67,57978,3306,UDP,0,18,17388,9.4277,64,1.0,966.0,0
2024-01-01 08:20:31,10.0.1.100,192.168.2.231,26936,443,UDP,0,161,229264,9.7632,255,1.0,1424.0,0
2024-01-01 08:15:02,172.16.0.60,192.168.1.10,49223,80,TCP,19,135,135270,19.619,255,0.0,1002.0,0
2024-01-01 08:43:46,10.0.0.52,192.168.2.60,13645,8080,UDP,0,140,196140,0.9841,64,1.0,1401.0,0
2024-01-01 08:07:32,10.0.1.44,172.16.0.162,48287,5432,UDP,0,186,31434,17.3333,255,1.0,169.0,0
2024-01-01 08:03:26,10.0.0.242,192.168.2.185,41986,3306,TCP,9,78,82290,8.2861,128,0.0,1055.0,0
2024-01-01 08:21:19,172.16.0.118,10.0.0.177,1575,22,TCP,58,177,74517,10.4252,64,0.0,421.0,0
2024-01-01 08:29:08,192.168.1.188,10.0.1.76,40815,80,TCP,54,22,17094,18.3816,128,0.0,777.0,0
2024-01-01 08:11:47,192.168.1.221,10.0.1.156,42458,3306,UDP,0,162,29322,7.5986,255,1.0,181.0,0
2024-01-01 09:43:11,10.0.0.229,192.168.1.1,10128,8080,TCP,63,46,64722,29.9502,255,0.0,1407.0,0
2024-01-01 08:05:08,10.0.1.168,192.168.1.18,26494,8080,TCP,34,180,239220,8.5276,64,0.0,1329.0,0
2024-01-01 09:08:02,10.0.0.56,10.0.1.65,55056,443,TCP,52,153,102663,19.0626,255,0.0,671.0,0
2024-01-01 09:31:09,10.0.1.52,10.0.1.190,55528,5432,TCP,30,162,60750,22.5915,64,0.0,375.0,0
2024-01-01 08:28:01,10.0.0.155,192.168.2.135,15275,22,UDP,0,145,28855,26.9633,128,1.0,199.0,0
2024-01-01 08:46:11,10.0.1.7,10.0.1.162,55150,3306,UDP,0,162,191808,11.7298,255,1.0,1184.0,0
2024-01-01 09:10:48,172.16.0.175,192.168.2.76,13585,8443,TCP,47,186,269142,23.6619,128,0.0,1447.0,0
2024-01-01 08:01:59,192.168.1.226,192.168.2.195,50946,538,TCP,2,1,60,0.001422,64,0.0,60.0,1
2024-01-01 08:51:53,172.16.0.251,192.168.1.185,34272,443,ICMP,0,92,134688,22.8192,255,0.0,1464.0,0
2024-01-01 08:09:31,172.16.0.210,192.168.1.149,33495,135,UDP,0,5145,6688500,0.6213,128,1.0,1300.0,1
2024-01-01 10:12:11,10.0.1.34,10.0.0.154,6249,5432,TCP,52,62,77934,24.323,64,0.0,1257.0,0
2024-01-01 08:31:56,10.0.1.250,192.168.1.96,34612,8080,TCP,55,150,157200,22.3695,128,0.0,1048.0,0
2024-01-01 08:04:26,10.0.1.217,10.0.0.51,26235,8443,ICMP,0,110,162470,8.9816,128,0.0,1477.0,0
2024-01-01 08:59:26,10.0.1.203,192.168.2.184,56628,8080,ICMP,0,146,139430,1.3333,255,0.0,955.0,0
2024-01-01 08:52:33,10.0.1.114,10.0.1.239,11679,5432,TCP,11,99,106920,8.7832,255,0.0,1080.0,0
2024-01-01 08:00:22,172.16.0.148,10.0.1.63,52444,3306,TCP,16,126,63252,8.3615,255,0.0,502.0,0
2024-01-01 08:32:02,192.168.2.163,172.16.0.128,12937,5432,TCP,8,146,121326,27.1553,64,0.0,831.0,0
2024-01-01 08:08:11,192.168.2.152,172.16.0.40,12243,8080,TCP,11,159,183804,18.7544,255,0.0,1156.0,0
2024-01-01 08:22:50,192.168.2.228,192.168.2.240,22709,5432,UDP,0,198,153846,15.8082,128,1.0,777.0,0
2024-01-01 08:39:17,192.168.2.237,172.16.0.63,51909,3306,UDP,0,109,58206,13.4746,255,1.0,534.0,0
2024-01-01 08:07:44,192.168.2.2,192.168.1.148,35269,22,UDP,0,141,126900,8.5052,128,1.0,900.0,0
2024-01-01 08:21:39,10.0.0.176,172.16.0.187,42953,22,TCP,61,171,219564,15.5398,64,0.0,1284.0,0
2024-01-01 08:04:26,192.168.2.214,10.0.0.38,7001,8080,UDP,0,180,233820,24.7933,64,1.0,1299.0,0
2024-01-01 08:22:51,192.168.2.111,10.0.0.179,39607,8080,TCP,61,66,35112,6.1247,128,0.0,532.0,0
2024-01-01 08:15:20,192.168.1.181,10.0.0.243,38225,5432,TCP,45,83,123836,7.1042,255,0.0,1492.0,0
2024-01-01 08:12:02,10.0.0.61,192.168.1.13,26773,5432,UDP,0,69,97704,21.9019,128,1.0,1416.0,0
2024-01-01 08:18:06,172.16.0.115,10.0.1.131,43005,8080,UDP,0,87,8700,14.4691,255,1.0,100.0,0
2024-01-01 08:07:59,172.16.0.251,192.168.1.230,35637,22,UDP,0,113,156392,2.4898,128,1.0,1384.0,0
2024-01-01 08:25:11,10.0.1.5,172.16.0.196,20005,3306,TCP,41,130,93340,26.1158,128,0.0,718.0,0
2024-01-01 08:35:31,10.0.0.4,10.0.1.203,54593,8080,TCP,19,83,70135,4.1916,128,0.0,845.0,0
2024-01-01 08:03:36,192.168.1.61,172.16.0.35,26494,3306,TCP,63,11,7557,1.37,64,0.0,687.0,0
2024-01-01 08:01:55,10.0.1.40,203.0.113.178,42156,8443,TCP,24,318,424530,280.04,64,0.0,1335.0,1
2024-01-01 08:13:31,10.0.0.119,192.168.2.223,12006,8080,UDP,0,22,18568,13.4134,255,1.0,844.0,0
2024-01-01 08:00:50,192.168.2.171,192.168.1.91,52149,5432,TCP,26,12,9552,10.9459,255,0.0,796.0,0
2024-01-01 08:34:19,172.16.0.234,10.0.0.3,51491,443,UDP,0,182,236782,8.2412,64,1.0,1301.0,0
2024-01-01 08:23:04,192.168.1.36,192.168.1.223,52528,8080,TCP,37,68,81872,22.886,255,0.0,1204.0,0
2024-01-01 08:03:12,172.16.0.10,203.0.113.132,11121,443,TCP,24,155,231570,220.97,64,0.0,1494.0,1
2024-01-01 08:10:57,192.168.2.36,10.0.0.78,18614,3306,ICMP,0,45,66015,17.1631,128,0.0,1467.0,0
2024-01-01 09:25:36,10.0.1.32,172.16.0.239,49215,22,ICMP,0,15,10755,14.0315,255,0.0,717.0,0
2024-01-01 09:35:34,192.168.1.246,172.16.0.123,43464,8443,TCP,49,91,45773,12.1325,255,0.0,503.0,0
2024-01-01 09:35:05,192.168.2.134,10.0.1.252,35323,22,UDP,0,54,50490,23.6993,128,1.0,935.0,0
2024-01-01 08:39:14,192.168.2.62,10.0.0.199,48039,5432,TCP,58,63,5733,3.3941,128,0.0,91.0,0
2024-01-01 08:13:14,172.16.0.201,172.16.0.124,12736,443,TCP,26,176,154352,18.3603,128,0.0,877.0,0
2024-01-01 08:26:51,192.168.2.86,192.168.2.163,50943,8080,TCP,49,85,115260,2.8514,255,0.0,1356.0,0
2024-01-01 09:13:21,10.0.0.132,172.16.0.246,54417,5432,TCP,52,98,68012,2.5474,128,0.0,694.0,0
2024-01-01 08:23:35,192.168.1.202,172.16.0.107,27373,8443,TCP,37,10,4590,9.5433,128,0.0,459.0,0
2024-01-01 08:08:43,172.16.0.22,203.0.113.58,3608,443,TCP,24,144,187776,129.6,64,0.0,1304.0,1
2024-01-01 08:18:50,172.16.0.220,192.168.2.18,36904,3306,TCP,61,88,48224,29.7725,255,0.0,548.0,0
2024-01-01 08:26:47,10.0.0.82,192.168.2.54,24797,8443,TCP,11,142,138876,11.0571,255,0.0,978.0,0
2024-01-01 08:03:16,192.168.1.196,192.168.2.121,35034,8080,TCP,34,197,283680,28.5241,255,0.0,1440.0,0
2024-01-01 09:15:05,10.0.0.10,192.168.1.247,61785,5432,TCP,57,30,31830,8.4621,255,0.0,1061.0,0
2024-01-01 08:53:18,172.16.0.139,192.168.2.20,39863,80,TCP,51,96,128832,21.8824,128,0.0,1342.0,0
2024-01-01 09:08:54,10.0.0.36,10.0.1.156,16279,3306,TCP,15,26,31356,29.3622,255,0.0,1206.0,0
2024-01-01 08:48:20,192.168.2.77,192.168.1.232,12733,8080,TCP,57,98,69188,20.6232,64,0.0,706.0,0
2024-01-01 08:48:20,192.168.1.130,10.0.1.29,34515,22,TCP,44,155,84320,21.5524,64,0.0,544.0,0
2024-01-01 08:58:47,10.0.0.31,172.16.0.190,64839,80,TCP,39,112,61600,25.1839,128,0.0,550.0,0
2024-01-01 09:10:14,192.168.1.125,10.0.1.243,63247,8080,TCP,34,187,12903,28.523,255,0.0,69.0,0
2024-01-01 09:36:45,10.0.1.153,10.0.1.118,58516,22,UDP,0,93,133083,15.0342,255,1.0,1431.0,0
2024-01-01 10:10:25,10.0.0.127,10.0.0.50,41721,5432,TCP,36,158,196394,8.2262,64,0.0,1243.0,0
2024-01-01 08:20:37,192.168.2.135,10.0.0.45,8379,443,TCP,57,62,51150,2.6131,128,0.0,825.0,0
2024-01-01 09:19:07,192.168.1.72,10.0.0.61,61483,3306,UDP,0,198,28908,27.6772,64,1.0,146.0,0
2024-01-01 09:12:02,10.0.1.220,10.0.1.37,51873,3306,UDP,0,118,95698,12.839,64,1.0,811.0,0
2024-01-01 08:58:57,10.0.0.166,192.168.2.77,58858,5432,TCP,32,155,229400,29.2505,255,0.0,1480.0,0
2024-01-01 08:34:07,192.168.1.161,10.0.1.11,46637,8443,TCP,32,50,53150,8.3498,255,0.0,1063.0,0
2024-01-01 08:34:50,10.0.0.48,172.16.0.16,42163,80,UDP,0,29,29116,5.5175,255,1.0,1004.0,0
2024-01-01 09:19:30,192.168.1.59,172.16.0.138,50353,8443,TCP,54,123,27552,3.4105,255,0.0,224.0,0
2024-01-01 08:28:06,192.168.2.46,10.0.0.78,5942,80,TCP,7,114,140790,10.4124,128,0.0,1235.0,0
2024-01-01 08:00:59,10.0.1.4,203.0.113.217,38239,8443,TCP,24,238,345338,256.43,64,0.0,1451.0,1
2024-01-01 09:27:50,192.168.1.73,192.168.1.70,16883,22,UDP,0,67,91790,1.0813,64,1.0,1370.0,0
2024-01-01 08:13:41,192.168.2.219,192.168.1.192,16082,3306,TCP,50,149,114581,29.6554,255,0.0,769.0,0
2024-01-01 08:51:27,192.168.1.1,10.0.1.203,45955,80,TCP,11,22,9768,22.3845,255,0.0,444.0,0
2024-01-01 08:58:52,192.168.2.192,192.168.2.123,41321,8443,TCP,57,97,83808,20.153,255,0.0,864.0,0
2024-01-01 09:21:02,172.16.0.159,10.0.0.178,24286,80,ICMP,0,92,25392,17.9519,255,0.0,276.0,0
2024-01-01 08:21:28,192.168.2.103,192.168.2.136,11877,5432,UDP,0,165,32670,0.953,128,1.0,198.0,0
2024-01-01 08:12:42,192.168.2.46,192.168.1.108,21213,443,TCP,19,87,106314,23.0501,64,0.0,1222.0,0
2024-01-01 09:54:56,192.168.1.9,172.16.0.30,41554,443,TCP,2,183,18849,2.7503,128,0.0,103.0,0
2024-01-01 08:26:51,192.168.1.175,10.0.1.222,35087,3306,ICMP,0,120,24840,4.7864,64,0.0,207.0,0
2024-01-01 08:46:06,192.168.1.127,172.16.0.127,4453,443,TCP,47,42,17094,29.4107,64,0.0,407.0,0
2024-01-01 08:09:18,10.0.1.109,10.0.0.90,13507,443,TCP,11,84,123144,23.3054,64,0.0,1466.0,0
2024-01-01 08:17:11,192.168.2.151,10.0.0.202,57029,987,TCP,2,1,60,0.002011,64,0.0,60.0,1
2024-01-01 09:06:04,10.0.1.237,192.168.2.148,56278,22,UDP,0,17,6273,1.0164,128,1.0,369.0,0
2024-01-01 09:38:22,10.0.0.188,192.168.2.141,3410,80,TCP,52,75,76875,19.677,128,0.0,1025.0,0
2024-01-01 08:33:52,10.0.1.1,192.168.1.18,51732,8080,ICMP,0,80,6160,11.9451,64,0.0,77.0,0
2024-01-01 08:16:36,172.16.0.104,10.0.0.175,10194,8080,UDP,0,134,74504,5.6589,64,1.0,556.0,0
2024-01-01 08:12:32,10.0.0.67,10.0.0.238,53506,3306,TCP,16,113,160460,17.0389,64,0.0,1420.0,0
2024-01-01 08:58:45,192.168.2.102,192.168.1.60,63496,8443,TCP,54,190,243010,5.138,128,0.0,1279.0,0
2024-01-01 08:11:04,10.0.0.186,172.16.0.235,39227,443,TCP,11,182,37128,0.4708,255,0.0,204.0,0
2024-01-01 09:00:15,172.16.0.235,172.16.0.13,51021,8443,UDP,0,167,25384,25.9978,64,1.0,152.0,0
2024-01-01 09:20:56,10.0.0.226,192.168.1.133,25453,8443,TCP,47,143,28743,7.0229,255,0.0,201.0,0
2024-01-01 08:43:02,192.168.1.217,172.16.0.37,9303,8443,UDP,0,113,124187,1.3707,64,1.0,1099.0,0
2024-01-01 08:37:34,192.168.1.243,10.0.0.105,51524,443,TCP,29,111,125430,8.2819,128,0.0,1130.0,0
2024-01-01 08:00:42,172.16.0.26,192.168.1.138,14993,5432,ICMP,0,4,4008,28.0727,255,0.0,1002.0,0
2024-01-01 08:05:08,192.168.1.153,10.0.1.68,64401,8080,TCP,39,30,27510,9.9439,255,0.0,917.0,0
2024-01-01 09:00:04,192.168.1.202,192.168.1.22,2430,22,TCP,4,82,107748,27.9383,255,0.0,1314.0,0
2024-01-01 08:25:29,10.0.0.237,172.16.0.235,62621,443,TCP,1,7,8120,8.5737,255,0.0,1160.0,0
2024-01-01 08:01:30,192.168.1.196,192.168.2.70,30470,5432,TCP,15,28,31360,11.1427,128,0.0,1120.0,0
2024-01-01 08:05:59,10.0.0.35,192.168.1.91,36807,443,TCP,13,63,88767,2.0361,255,0.0,1409.0,0
2024-01-01 09:50:29,10.0.1.120,10.0.1.143,32174,443,UDP,0,194,107670,26.0777,128,1.0,555.0,0
2024-01-01 09:02:03,10.0.0.26,192.168.1.129,39223,80,UDP,0,127,64389,27.7876,128,1.0,507.0,0
2024-01-01 09:06:23,10.0.0.213,10.0.1.96,64156,3306,TCP,17,100,25900,13.2734,64,0.0,259.0,0
2024-01-01 08:54:58,192.168.1.108,192.168.1.227,27196,443,UDP,0,93,113925,4.8089,64,1.0,1225.0,0
2024-01-01 08:09:55,172.16.0.201,10.0.1.29,28184,80,ICMP,0,181,242540,0.3808,255,0.0,1340.0,0
2024-01-01 08:22:17,10.0.1.155,192.168.2.236,33246,3306,TCP,41,186,159774,14.9928,128,0.0,859.0,0
2024-01-01 08:06:40,10.0.0.36,192.168.2.81,56204,3306,TCP,21,167,69806,16.126,128,0.0,418.0,0
2024-01-01 08:23:26,172.16.0.26,172.16.0.239,27734,80,TCP,63,12,13884,15.402,255,0.0,1157.0,0
2024-01-01 08:13:02,172.16.0.141,10.0.0.19,52406,8080,UDP,0,171,116280,18.7647,128,1.0,680.0,0
2024-01-01 08:41:38,172.16.0.138,192.168.2.27,64715,22,TCP,39,69,10695,24.6668,128,0.0,155.0,0
2024-01-01 08:24:56,172.16.0.141,10.0.0.138,50554,3306,UDP,0,12,11940,21.9408,255,1.0,995.0,0
2024-01-01 08:10:39,192.168.1.201,192.168.2.16,61259,8443,ICMP,0,98,69090,27.5023,255,0.0,705.0,0
2024-01-01 10:17:20,172.16.0.119,192.168.1.8,45966,5432,TCP,50,27,25812,0.5756,128,0.0,956.0,0
2024-01-01 08:16:04,192.168.2.173,10.0.0.65,20862,8080,TCP,25,94,13348,3.5665,128,0.0,142.0,0
2024-01-01 08:37:10,172.16.0.80,192.168.2.204,14513,8080,UDP,0,102,27948,8.4397,255,1.0,274.0,0
2024-01-01 08:20:27,192.168.2.1,172.16.0.196,17611,22,ICMP,0,48,14592,8.6705,64,0.0,304.0,0
2024-01-01 08:27:16,10.0.1.175,10.0.0.105,13364,80,ICMP,0,35,43610,13.8893,128,0.0,1246.0,0
2024-01-01 08:53:14,10.0.1.162,192.168.2.219,28319,8443,UDP,0,92,129260,6.8669,255,1.0,1405.0,0
2024-01-01 08:12:35,192.168.1.124,192.168.1.67,5451,3306,TCP,58,200,200600,10.1964,255,0.0,1003.0,0
2024-01-01 08:44:35,10.0.0.220,172.16.0.119,28800,5432,ICMP,0,29,34713,22.5745,128,0.0,1197.0,0
2024-01-01 08:07:45,192.168.1.103,192.168.1.146,37843,80,TCP,51,188,152844,26.4748,128,0.0,813.0,0
2024-01-01 09:20:11,172.16.0.33,172.16.0.253,32108,443,TCP,1,151,34277,17.2744,64,0.0,227.0,0
2024-01-01 08:07:56,172.16.0.98,10.0.0.113,22961,3306,TCP,50,79,6083,3.2181,128,0.0,77.0,0
2024-01-01 09:18:50,192.168.1.80,10.0.0.121,30428,3306,UDP,0,72,63792,13.4402,128,1.0,886.0,0
2024-01-01 09:04:15,172.16.0.91,192.168.2.115,50169,3306,TCP,42,63,40824,8.6128,64,0.0,648.0,0
2024-01-01 08:12:05,192.168.1.85,192.168.2.250,13474,3306,TCP,20,157,149621,19.6125,64,0.0,953.0,0
2024-01-01 08:11:56,192.168.2.188,172.16.0.195,53188,80,UDP,0,96,122400,7.2851,128,1.0,1275.0,0
2024-01-01 08:57:52,192.168.2.95,192.168.1.179,18674,22,TCP,23,104,143624,15.7364,255,0.0,1381.0,0
2024-01-01 08:00:53,192.168.2.216,10.0.1.236,9388,5432,TCP,51,88,126104,0.8805,255,0.0,1433.0,0
2024-01-01 08:10:14,10.0.1.118,10.0.1.44,50853,443,TCP,17,17,10846,20.7694,64,0.0,638.0,0
2024-01-01 08:05:35,192.168.1.244,10.0.1.219,30659,5432,TCP,33,175,118300,15.4087,64,0.0,676.0,0
2024-01-01 08:30:27,10.0.1.127,172.16.0.156,65416,8443,UDP,0,106,102926,10.5852,128,1.0,971.0,0
2024-01-01 08:00:25,172.16.0.109,192.168.2.238,36367,8443,TCP,33,142,57084,19.7959,255,0.0,402.0,0
2024-01-01 09:04:10,192.168.2.197,192.168.2.66,59842,443,TCP,27,20,14400,20.5504,64,0.0,720.0,0
2024-01-01 08:04:22,10.0.1.53,10.0.0.156,10439,443,TCP,53,42,40488,20.6615,128,0.0,964.0,0
2024-01-01 08:09:55,10.0.0.18,192.168.2.248,19902,22,UDP,0,66,56958,8.704,255,1.0,863.0,0
